Word,Rank,Frequency,Pr(%),r*Pr
easiest,10631,4,0.0%,0.063475
plunging,10632,4,0.0%,0.063481
indifferent,10633,4,0.0%,0.063487
guns,10634,4,0.0%,0.063493
melons,10635,4,0.0%,0.063499
filmed,10636,4,0.0%,0.063505
boycott,10637,4,0.0%,0.063511
reshuffle,10638,4,0.0%,0.063517
stood,10639,4,0.0%,0.063522
sahara,10640,4,0.0%,0.063528
centrella,10641,4,0.0%,0.063534
chandler,10642,4,0.0%,0.063540
vaginal,10643,4,0.0%,0.063546
furrows,10644,4,0.0%,0.063552
aging,10645,4,0.0%,0.063558
complementary,10646,4,0.0%,0.063564
degrade,10647,4,0.0%,0.063570
allele,10648,4,0.0%,0.063576
monks,10649,4,0.0%,0.063582
ripples,10650,4,0.0%,0.063588
spit,10651,4,0.0%,0.063594
maurie,10652,4,0.0%,0.063600
pedy,10653,4,0.0%,0.063606
supervising,10654,4,0.0%,0.063612
obtaining,10655,4,0.0%,0.063618
responsibilities,10656,4,0.0%,0.063624
amateurs,10657,4,0.0%,0.063630
dormant,10658,4,0.0%,0.063636
intriguing,10659,4,0.0%,0.063642
phrases,10660,4,0.0%,0.063648
commenting,10661,4,0.0%,0.063654
ata,10662,4,0.0%,0.063660
cautiously,10663,4,0.0%,0.063666
capabilities,10664,4,0.0%,0.063672
clones,10665,4,0.0%,0.063678
sella,10666,4,0.0%,0.063684
quarks,10667,4,0.0%,0.063690
lion,10668,4,0.0%,0.063696
saltbush,10669,4,0.0%,0.063702
munduruku,10670,4,0.0%,0.063708
ark,10671,4,0.0%,0.063714
clyde,10672,4,0.0%,0.063720
condon,10673,4,0.0%,0.063725
milestone,10674,4,0.0%,0.063731
cricket,10675,4,0.0%,0.063737
lithium,10676,4,0.0%,0.063743
maritime,10677,4,0.0%,0.063749
penetrative,10678,4,0.0%,0.063755
pension,10679,4,0.0%,0.063761
hunger,10680,4,0.0%,0.063767
speculators,10681,4,0.0%,0.063773
adequate,10682,4,0.0%,0.063779
organophosphate,10683,4,0.0%,0.063785
concedes,10684,4,0.0%,0.063791
stated,10685,4,0.0%,0.063797
sc,10686,4,0.0%,0.063803
occasion,10687,4,0.0%,0.063809
fuse,10688,4,0.0%,0.063815
exodus,10689,4,0.0%,0.063821
whammy,10690,4,0.0%,0.063827
noises,10691,4,0.0%,0.063833
bp,10692,4,0.0%,0.063839
finalising,10693,4,0.0%,0.063845
barb,10694,4,0.0%,0.063851
distinguished,10695,4,0.0%,0.063857
tactical,10696,4,0.0%,0.063863
replaces,10697,4,0.0%,0.063869
jensz,10698,4,0.0%,0.063875
howe,10699,4,0.0%,0.063881
disappearing,10700,4,0.0%,0.063887
detective,10701,4,0.0%,0.063893
possum,10702,4,0.0%,0.063899
sculpture,10703,4,0.0%,0.063905
stunning,10704,4,0.0%,0.063911
certification,10705,4,0.0%,0.063917
revealing,10706,4,0.0%,0.063923
bison,10707,4,0.0%,0.063928
rotting,10708,4,0.0%,0.063934
layout,10709,4,0.0%,0.063940
susceptibility,10710,4,0.0%,0.063946
drags,10711,4,0.0%,0.063952
olympic,10712,4,0.0%,0.063958
margins,10713,4,0.0%,0.063964
supercomputer,10714,4,0.0%,0.063970
stacking,10715,4,0.0%,0.063976
proliferate,10716,4,0.0%,0.063982
bedtime,10717,4,0.0%,0.063988
oacute,10718,4,0.0%,0.063994
merging,10719,4,0.0%,0.064000
inadequate,10720,4,0.0%,0.064006
refining,10721,4,0.0%,0.064012
captures,10722,4,0.0%,0.064018
bouncing,10723,4,0.0%,0.064024
coils,10724,4,0.0%,0.064030
pongr,10725,4,0.0%,0.064036
packages,10726,4,0.0%,0.064042
cherns,10727,4,0.0%,0.064048
classified,10728,4,0.0%,0.064054
connecting,10729,4,0.0%,0.064060
thumbs,10730,4,0.0%,0.064066
ofc,10731,4,0.0%,0.064072
keniry,10732,4,0.0%,0.064078
reconnaissance,10733,4,0.0%,0.064084
likewise,10734,4,0.0%,0.064090
nevis,10735,4,0.0%,0.064096
independence,10736,4,0.0%,0.064102
shubin,10737,4,0.0%,0.064108
brick,10738,4,0.0%,0.064114
inject,10739,4,0.0%,0.064120
nerves,10740,4,0.0%,0.064126
boiling,10741,4,0.0%,0.064131
ogtr,10742,4,0.0%,0.064137
presses,10743,4,0.0%,0.064143
okay,10744,4,0.0%,0.064149
schooling,10745,4,0.0%,0.064155
forged,10746,4,0.0%,0.064161
avellino,10747,4,0.0%,0.064167
regenerative,10748,4,0.0%,0.064173
daryl,10749,4,0.0%,0.064179
unidentified,10750,4,0.0%,0.064185
shaky,10751,4,0.0%,0.064191
fog,10752,4,0.0%,0.064197
diversify,10753,4,0.0%,0.064203
clapperton,10754,4,0.0%,0.064209
lag,10755,4,0.0%,0.064215
spies,10756,4,0.0%,0.064221
rumours,10757,4,0.0%,0.064227
tentatively,10758,4,0.0%,0.064233
pizza,10759,4,0.0%,0.064239
formigoni,10760,4,0.0%,0.064245
dunes,10761,4,0.0%,0.064251
spawning,10762,4,0.0%,0.064257
wand,10763,4,0.0%,0.064263
wolfe,10764,4,0.0%,0.064269
fingerprints,10765,4,0.0%,0.064275
click,10766,4,0.0%,0.064281
cheat,10767,4,0.0%,0.064287
windmill,10768,4,0.0%,0.064293
pebbles,10769,4,0.0%,0.064299
tanker,10770,4,0.0%,0.064305
feat,10771,4,0.0%,0.064311
bodied,10772,4,0.0%,0.064317
bait,10773,4,0.0%,0.064323
banner,10774,4,0.0%,0.064329
stranger,10775,4,0.0%,0.064335
depletion,10776,4,0.0%,0.064340
gullies,10777,4,0.0%,0.064346
killers,10778,4,0.0%,0.064352
herbicides,10779,4,0.0%,0.064358
conferences,10780,4,0.0%,0.064364
critic,10781,4,0.0%,0.064370
patrols,10782,4,0.0%,0.064376
juices,10783,4,0.0%,0.064382
presumably,10784,4,0.0%,0.064388
exploded,10785,4,0.0%,0.064394
surf,10786,4,0.0%,0.064400
pasta,10787,4,0.0%,0.064406
adventure,10788,4,0.0%,0.064412
anna,10789,4,0.0%,0.064418
taxation,10790,4,0.0%,0.064424
privatised,10791,4,0.0%,0.064430
cologne,10792,4,0.0%,0.064436
despair,10793,4,0.0%,0.064442
resist,10794,4,0.0%,0.064448
randomly,10795,4,0.0%,0.064454
finer,10796,4,0.0%,0.064460
fluoroquinolone,10797,4,0.0%,0.064466
transformed,10798,4,0.0%,0.064472
blooms,10799,4,0.0%,0.064478
nanofactories,10800,4,0.0%,0.064484
tyler,10801,4,0.0%,0.064490
macklin,10802,4,0.0%,0.064496
sauropod,10803,4,0.0%,0.064502
doud,10804,4,0.0%,0.064508
underdown,10805,4,0.0%,0.064514
benign,10806,4,0.0%,0.064520
chant,10807,4,0.0%,0.064526
tamarins,10808,4,0.0%,0.064532
anxiously,10809,4,0.0%,0.064538
maturing,10810,4,0.0%,0.064543
childbirth,10811,4,0.0%,0.064549
stawell,10812,4,0.0%,0.064555
confused,10813,4,0.0%,0.064561
warfare,10814,4,0.0%,0.064567
bom,10815,4,0.0%,0.064573
troop,10816,4,0.0%,0.064579
gloomy,10817,4,0.0%,0.064585
coonawarra,10818,4,0.0%,0.064591
illustrates,10819,4,0.0%,0.064597
incubated,10820,4,0.0%,0.064603
coorabie,10821,4,0.0%,0.064609
pens,10822,4,0.0%,0.064615
mccormick,10823,4,0.0%,0.064621
bigelow,10824,4,0.0%,0.064627
aries,10825,4,0.0%,0.064633
fellas,10826,4,0.0%,0.064639
donovan,10827,4,0.0%,0.064645
tactile,10828,4,0.0%,0.064651
defer,10829,4,0.0%,0.064657
jacobs,10830,4,0.0%,0.064663
patricia,10831,4,0.0%,0.064669
versatile,10832,4,0.0%,0.064675
meaningful,10833,4,0.0%,0.064681
tableland,10834,4,0.0%,0.064687
brushtail,10835,4,0.0%,0.064693
bernardi,10836,4,0.0%,0.064699
polish,10837,4,0.0%,0.064705
hypothesise,10838,4,0.0%,0.064711
inherit,10839,4,0.0%,0.064717
interfering,10840,4,0.0%,0.064723
modifications,10841,4,0.0%,0.064729
generic,10842,4,0.0%,0.064735
dishes,10843,4,0.0%,0.064741
abbass,10844,4,0.0%,0.064746
authorised,10845,4,0.0%,0.064752
wen,10846,4,0.0%,0.064758
nitrous,10847,4,0.0%,0.064764
manipulate,10848,4,0.0%,0.064770
newport,10849,4,0.0%,0.064776
dwarfs,10850,4,0.0%,0.064782
failures,10851,4,0.0%,0.064788
beaked,10852,4,0.0%,0.064794
davenant,10853,4,0.0%,0.064800
halloy,10854,4,0.0%,0.064806
mastrolorenzo,10855,4,0.0%,0.064812
louth,10856,4,0.0%,0.064818
oscar,10857,4,0.0%,0.064824
famed,10858,4,0.0%,0.064830
judgment,10859,4,0.0%,0.064836
geese,10860,4,0.0%,0.064842
vitamins,10861,4,0.0%,0.064848
schwab,10862,4,0.0%,0.064854
eyed,10863,4,0.0%,0.064860
creditors,10864,4,0.0%,0.064866
peters,10865,4,0.0%,0.064872
chart,10866,4,0.0%,0.064878
spite,10867,4,0.0%,0.064884
suite,10868,4,0.0%,0.064890
moreover,10869,4,0.0%,0.064896
royalties,10870,4,0.0%,0.064902
faunce,10871,4,0.0%,0.064908
calicivirus,10872,4,0.0%,0.064914
shortlist,10873,4,0.0%,0.064920
flourishing,10874,4,0.0%,0.064926
manuscript,10875,4,0.0%,0.064932
photoreceptor,10876,4,0.0%,0.064938
rage,10877,4,0.0%,0.064944
anamensis,10878,4,0.0%,0.064949
tale,10879,4,0.0%,0.064955
thrust,10880,4,0.0%,0.064961
vin,10881,4,0.0%,0.064967
prague,10882,4,0.0%,0.064973
runaway,10883,4,0.0%,0.064979
boolarra,10884,4,0.0%,0.064985
tuberculosis,10885,4,0.0%,0.064991
lanza,10886,4,0.0%,0.064997
schioppa,10887,4,0.0%,0.065003
breakthroughs,10888,4,0.0%,0.065009
hives,10889,4,0.0%,0.065015
praised,10890,4,0.0%,0.065021
judgements,10891,4,0.0%,0.065027
narrabri,10892,4,0.0%,0.065033
hockings,10893,4,0.0%,0.065039
refine,10894,4,0.0%,0.065045
glands,10895,4,0.0%,0.065051
combating,10896,4,0.0%,0.065057
devauchelle,10897,4,0.0%,0.065063
expresses,10898,4,0.0%,0.065069
spotlight,10899,4,0.0%,0.065075
pha,10900,4,0.0%,0.065081
telomerase,10901,4,0.0%,0.065087
igfbp,10902,4,0.0%,0.065093
jamie,10903,4,0.0%,0.065099
disclosure,10904,4,0.0%,0.065105
separating,10905,4,0.0%,0.065111
forgotten,10906,4,0.0%,0.065117
oceanography,10907,4,0.0%,0.065123
alemseged,10908,4,0.0%,0.065129
pressing,10909,4,0.0%,0.065135
vishing,10910,4,0.0%,0.065141
nicnas,10911,4,0.0%,0.065147
berlin,10912,4,0.0%,0.065152
miocene,10913,4,0.0%,0.065158
conflicts,10914,4,0.0%,0.065164
rainforest,10915,4,0.0%,0.065170
phoenix,10916,4,0.0%,0.065176
mankind,10917,4,0.0%,0.065182
numbered,10918,4,0.0%,0.065188
cyclical,10919,4,0.0%,0.065194
clips,10920,4,0.0%,0.065200
bauxite,10921,4,0.0%,0.065206
toiletries,10922,4,0.0%,0.065212
kawaoka,10923,4,0.0%,0.065218
gatherers,10924,4,0.0%,0.065224
lodge,10925,4,0.0%,0.065230
inventions,10926,4,0.0%,0.065236
magazines,10927,4,0.0%,0.065242
equate,10928,4,0.0%,0.065248
bow,10929,3,0.0%,0.048940
copuos,10930,3,0.0%,0.048945
flexing,10931,3,0.0%,0.048949
sandeman,10932,3,0.0%,0.048954
ringing,10933,3,0.0%,0.048958
commons,10934,3,0.0%,0.048963
maya,10935,3,0.0%,0.048967
switching,10936,3,0.0%,0.048972
kiwi,10937,3,0.0%,0.048976
deficiency,10938,3,0.0%,0.048981
offloaded,10939,3,0.0%,0.048985
fouling,10940,3,0.0%,0.048990
rope,10941,3,0.0%,0.048994
keene,10942,3,0.0%,0.048999
underpinning,10943,3,0.0%,0.049003
raid,10944,3,0.0%,0.049008
dye,10945,3,0.0%,0.049012
neoteny,10946,3,0.0%,0.049017
worthy,10947,3,0.0%,0.049021
purple,10948,3,0.0%,0.049026
shareholder,10949,3,0.0%,0.049030
starfish,10950,3,0.0%,0.049035
hacked,10951,3,0.0%,0.049039
takeovers,10952,3,0.0%,0.049043
ute,10953,3,0.0%,0.049048
voulgarakis,10954,3,0.0%,0.049052
biopsy,10955,3,0.0%,0.049057
safeguard,10956,3,0.0%,0.049061
endowed,10957,3,0.0%,0.049066
dragging,10958,3,0.0%,0.049070
overeating,10959,3,0.0%,0.049075
assuming,10960,3,0.0%,0.049079
trigeminal,10961,3,0.0%,0.049084
notices,10962,3,0.0%,0.049088
repairing,10963,3,0.0%,0.049093
shipwrecks,10964,3,0.0%,0.049097
curators,10965,3,0.0%,0.049102
proceeds,10966,3,0.0%,0.049106
oak,10967,3,0.0%,0.049111
papio,10968,3,0.0%,0.049115
angles,10969,3,0.0%,0.049120
poured,10970,3,0.0%,0.049124
accord,10971,3,0.0%,0.049129
cobalt,10972,3,0.0%,0.049133
oceanographic,10973,3,0.0%,0.049138
fortunately,10974,3,0.0%,0.049142
propel,10975,3,0.0%,0.049146
precautionary,10976,3,0.0%,0.049151
poisoned,10977,3,0.0%,0.049155
thankfully,10978,3,0.0%,0.049160
oregon,10979,3,0.0%,0.049164
speculates,10980,3,0.0%,0.049169
ridges,10981,3,0.0%,0.049173
bermejo,10982,3,0.0%,0.049178
misguided,10983,3,0.0%,0.049182
hails,10984,3,0.0%,0.049187
behaved,10985,3,0.0%,0.049191
lieberman,10986,3,0.0%,0.049196
damiani,10987,3,0.0%,0.049200
sawmillers,10988,3,0.0%,0.049205
lausanne,10989,3,0.0%,0.049209
friendships,10990,3,0.0%,0.049214
conductivity,10991,3,0.0%,0.049218
murdered,10992,3,0.0%,0.049223
osteoporosis,10993,3,0.0%,0.049227
planemo,10994,3,0.0%,0.049232
wallet,10995,3,0.0%,0.049236
singled,10996,3,0.0%,0.049241
swaying,10997,3,0.0%,0.049245
rogue,10998,3,0.0%,0.049249
splitting,10999,3,0.0%,0.049254
disabilities,11000,3,0.0%,0.049258
mariculture,11001,3,0.0%,0.049263
investigative,11002,3,0.0%,0.049267
eggplants,11003,3,0.0%,0.049272
primeval,11004,3,0.0%,0.049276
reckless,11005,3,0.0%,0.049281
rustling,11006,3,0.0%,0.049285
unified,11007,3,0.0%,0.049290
booster,11008,3,0.0%,0.049294
icing,11009,3,0.0%,0.049299
grieve,11010,3,0.0%,0.049303
acoustics,11011,3,0.0%,0.049308
ames,11012,3,0.0%,0.049312
promotional,11013,3,0.0%,0.049317
researched,11014,3,0.0%,0.049321
jordan,11015,3,0.0%,0.049326
cloaking,11016,3,0.0%,0.049330
sliver,11017,3,0.0%,0.049335
carlson,11018,3,0.0%,0.049339
presidential,11019,3,0.0%,0.049344
shareholdings,11020,3,0.0%,0.049348
paving,11021,3,0.0%,0.049352
mentions,11022,3,0.0%,0.049357
modifying,11023,3,0.0%,0.049361
professions,11024,3,0.0%,0.049366
phobics,11025,3,0.0%,0.049370
payouts,11026,3,0.0%,0.049375
supporter,11027,3,0.0%,0.049379
mangareva,11028,3,0.0%,0.049384
clubs,11029,3,0.0%,0.049388
buie,11030,3,0.0%,0.049393
cleveland,11031,3,0.0%,0.049397
lumpy,11032,3,0.0%,0.049402
oliver,11033,3,0.0%,0.049406
unexpectedly,11034,3,0.0%,0.049411
interpret,11035,3,0.0%,0.049415
distorted,11036,3,0.0%,0.049420
aerospace,11037,3,0.0%,0.049424
cnrs,11038,3,0.0%,0.049429
poplar,11039,3,0.0%,0.049433
amphibians,11040,3,0.0%,0.049438
insulating,11041,3,0.0%,0.049442
maxine,11042,3,0.0%,0.049447
trojan,11043,3,0.0%,0.049451
contractual,11044,3,0.0%,0.049455
ingested,11045,3,0.0%,0.049460
grandmother,11046,3,0.0%,0.049464
absorbing,11047,3,0.0%,0.049469
thickness,11048,3,0.0%,0.049473
mouths,11049,3,0.0%,0.049478
ghostly,11050,3,0.0%,0.049482
viewing,11051,3,0.0%,0.049487
hackers,11052,3,0.0%,0.049491
sulphur,11053,3,0.0%,0.049496
orcharding,11054,3,0.0%,0.049500
ambulance,11055,3,0.0%,0.049505
arrest,11056,3,0.0%,0.049509
detonate,11057,3,0.0%,0.049514
chemiluminescence,11058,3,0.0%,0.049518
iraqis,11059,3,0.0%,0.049523
macular,11060,3,0.0%,0.049527
proteas,11061,3,0.0%,0.049532
afield,11062,3,0.0%,0.049536
reservations,11063,3,0.0%,0.049541
benson,11064,3,0.0%,0.049545
reassess,11065,3,0.0%,0.049550
porphyrin,11066,3,0.0%,0.049554
securities,11067,3,0.0%,0.049558
contempt,11068,3,0.0%,0.049563
employer,11069,3,0.0%,0.049567
rolling,11070,3,0.0%,0.049572
mandarin,11071,3,0.0%,0.049576
inevitably,11072,3,0.0%,0.049581
submitting,11073,3,0.0%,0.049585
chemomentum,11074,3,0.0%,0.049590
ammonium,11075,3,0.0%,0.049594
amplify,11076,3,0.0%,0.049599
alistair,11077,3,0.0%,0.049603
blake,11078,3,0.0%,0.049608
pursued,11079,3,0.0%,0.049612
mirrors,11080,3,0.0%,0.049617
eardrums,11081,3,0.0%,0.049621
germ,11082,3,0.0%,0.049626
troy,11083,3,0.0%,0.049630
briefing,11084,3,0.0%,0.049635
highlands,11085,3,0.0%,0.049639
fronted,11086,3,0.0%,0.049644
mammoths,11087,3,0.0%,0.049648
cheryl,11088,3,0.0%,0.049653
inclined,11089,3,0.0%,0.049657
blending,11090,3,0.0%,0.049661
emily,11091,3,0.0%,0.049666
advantageous,11092,3,0.0%,0.049670
ample,11093,3,0.0%,0.049675
paperwork,11094,3,0.0%,0.049679
fart,11095,3,0.0%,0.049684
messaging,11096,3,0.0%,0.049688
applicable,11097,3,0.0%,0.049693
botany,11098,3,0.0%,0.049697
overlap,11099,3,0.0%,0.049702
flashing,11100,3,0.0%,0.049706
lawsuits,11101,3,0.0%,0.049711
miyoshi,11102,3,0.0%,0.049715
ouyen,11103,3,0.0%,0.049720
artic,11104,3,0.0%,0.049724
droplets,11105,3,0.0%,0.049729
halves,11106,3,0.0%,0.049733
pea,11107,3,0.0%,0.049738
epidemiologist,11108,3,0.0%,0.049742
nominations,11109,3,0.0%,0.049747
gooey,11110,3,0.0%,0.049751
converged,11111,3,0.0%,0.049755
embarrassment,11112,3,0.0%,0.049760
lays,11113,3,0.0%,0.049764
clog,11114,3,0.0%,0.049769
hosted,11115,3,0.0%,0.049773
chancellor,11116,3,0.0%,0.049778
timely,11117,3,0.0%,0.049782
talkback,11118,3,0.0%,0.049787
backswimmer,11119,3,0.0%,0.049791
synchronise,11120,3,0.0%,0.049796
edgett,11121,3,0.0%,0.049800
buffel,11122,3,0.0%,0.049805
nathan,11123,3,0.0%,0.049809
ruminant,11124,3,0.0%,0.049814
microchip,11125,3,0.0%,0.049818
sterility,11126,3,0.0%,0.049823
outdoors,11127,3,0.0%,0.049827
subjective,11128,3,0.0%,0.049832
bigdog,11129,3,0.0%,0.049836
wawn,11130,3,0.0%,0.049841
weakly,11131,3,0.0%,0.049845
indicted,11132,3,0.0%,0.049850
kent,11133,3,0.0%,0.049854
pneumonia,11134,3,0.0%,0.049858
teys,11135,3,0.0%,0.049863
smithereens,11136,3,0.0%,0.049867
auctioned,11137,3,0.0%,0.049872
crystal,11138,3,0.0%,0.049876
doctorate,11139,3,0.0%,0.049881
breeze,11140,3,0.0%,0.049885
kalahari,11141,3,0.0%,0.049890
contacts,11142,3,0.0%,0.049894
cramped,11143,3,0.0%,0.049899
tafes,11144,3,0.0%,0.049903
membranes,11145,3,0.0%,0.049908
collaborative,11146,3,0.0%,0.049912
edition,11147,3,0.0%,0.049917
subdued,11148,3,0.0%,0.049921
coffs,11149,3,0.0%,0.049926
float,11150,3,0.0%,0.049930
hampshire,11151,3,0.0%,0.049935
stunts,11152,3,0.0%,0.049939
looting,11153,3,0.0%,0.049944
rangeland,11154,3,0.0%,0.049948
churn,11155,3,0.0%,0.049953
conclusive,11156,3,0.0%,0.049957
disturbing,11157,3,0.0%,0.049961
desirability,11158,3,0.0%,0.049966
studs,11159,3,0.0%,0.049970
satisfactory,11160,3,0.0%,0.049975
evacuation,11161,3,0.0%,0.049979
loser,11162,3,0.0%,0.049984
bouquets,11163,3,0.0%,0.049988
minh,11164,3,0.0%,0.049993
spacesuit,11165,3,0.0%,0.049997
beefed,11166,3,0.0%,0.050002
aplin,11167,3,0.0%,0.050006
alloys,11168,3,0.0%,0.050011
catalyst,11169,3,0.0%,0.050015
annan,11170,3,0.0%,0.050020
mendel,11171,3,0.0%,0.050024
delighted,11172,3,0.0%,0.050029
gerd,11173,3,0.0%,0.050033
underscores,11174,3,0.0%,0.050038
den,11175,3,0.0%,0.050042
tigris,11176,3,0.0%,0.050047
retroviruses,11177,3,0.0%,0.050051
lineweaver,11178,3,0.0%,0.050056
whinny,11179,3,0.0%,0.050060
embarrassing,11180,3,0.0%,0.050064
oscillation,11181,3,0.0%,0.050069
damning,11182,3,0.0%,0.050073
agfest,11183,3,0.0%,0.050078
padoa,11184,3,0.0%,0.050082
worthwhile,11185,3,0.0%,0.050087
whatsoever,11186,3,0.0%,0.050091
clostridium,11187,3,0.0%,0.050096
ginger,11188,3,0.0%,0.050100
toothfish,11189,3,0.0%,0.050105
bothwell,11190,3,0.0%,0.050109
resigns,11191,3,0.0%,0.050114
ripe,11192,3,0.0%,0.050118
unresolved,11193,3,0.0%,0.050123
exams,11194,3,0.0%,0.050127
calculating,11195,3,0.0%,0.050132
reporters,11196,3,0.0%,0.050136
doubling,11197,3,0.0%,0.050141
bower,11198,3,0.0%,0.050145
vanguard,11199,3,0.0%,0.050150
extrapolated,11200,3,0.0%,0.050154
subsequently,11201,3,0.0%,0.050159
dobson,11202,3,0.0%,0.050163
techno,11203,3,0.0%,0.050167
header,11204,3,0.0%,0.050172
claw,11205,3,0.0%,0.050176
modules,11206,3,0.0%,0.050181
vanilla,11207,3,0.0%,0.050185
calm,11208,3,0.0%,0.050190
arab,11209,3,0.0%,0.050194
exploited,11210,3,0.0%,0.050199
underneath,11211,3,0.0%,0.050203
grdc,11212,3,0.0%,0.050208
oversight,11213,3,0.0%,0.050212
progesterone,11214,3,0.0%,0.050217
transpiration,11215,3,0.0%,0.050221
catchphrase,11216,3,0.0%,0.050226
thornes,11217,3,0.0%,0.050230
parental,11218,3,0.0%,0.050235
motive,11219,3,0.0%,0.050239
denser,11220,3,0.0%,0.050244
siding,11221,3,0.0%,0.050248
moira,11222,3,0.0%,0.050253
gorey,11223,3,0.0%,0.050257
mesquite,11224,3,0.0%,0.050262
nautical,11225,3,0.0%,0.050266
ozepulse,11226,3,0.0%,0.050270
buffaloes,11227,3,0.0%,0.050275
recorder,11228,3,0.0%,0.050279
vegies,11229,3,0.0%,0.050284
parkinsonia,11230,3,0.0%,0.050288
stronghold,11231,3,0.0%,0.050293
mello,11232,3,0.0%,0.050297
kosciuszko,11233,3,0.0%,0.050302
prematurely,11234,3,0.0%,0.050306
emu,11235,3,0.0%,0.050311
caucasian,11236,3,0.0%,0.050315
budding,11237,3,0.0%,0.050320
vanuatu,11238,3,0.0%,0.050324
amy,11239,3,0.0%,0.050329
transitional,11240,3,0.0%,0.050333
exec,11241,3,0.0%,0.050338
ophthalmology,11242,3,0.0%,0.050342
et,11243,3,0.0%,0.050347
ulverstone,11244,3,0.0%,0.050351
edmonds,11245,3,0.0%,0.050356
gladstone,11246,3,0.0%,0.050360
treasures,11247,3,0.0%,0.050365
adjustment,11248,3,0.0%,0.050369
reliability,11249,3,0.0%,0.050373
drainage,11250,3,0.0%,0.050378
eternity,11251,3,0.0%,0.050382
concordia,11252,3,0.0%,0.050387
mummified,11253,3,0.0%,0.050391
salmon,11254,3,0.0%,0.050396
sirens,11255,3,0.0%,0.050400
dear,11256,3,0.0%,0.050405
crawford,11257,3,0.0%,0.050409
doubles,11258,3,0.0%,0.050414
cursor,11259,3,0.0%,0.050418
equitable,11260,3,0.0%,0.050423
sounding,11261,3,0.0%,0.050427
rochester,11262,3,0.0%,0.050432
massif,11263,3,0.0%,0.050436
cummer,11264,3,0.0%,0.050441
redesigned,11265,3,0.0%,0.050445
relevance,11266,3,0.0%,0.050450
galilee,11267,3,0.0%,0.050454
irate,11268,3,0.0%,0.050459
xenotransplant,11269,3,0.0%,0.050463
wellington,11270,3,0.0%,0.050468
straightforward,11271,3,0.0%,0.050472
vhe,11272,3,0.0%,0.050476
benveniste,11273,3,0.0%,0.050481
belot,11274,3,0.0%,0.050485
stare,11275,3,0.0%,0.050490
germanium,11276,3,0.0%,0.050494
auto,11277,3,0.0%,0.050499
esque,11278,3,0.0%,0.050503
climber,11279,3,0.0%,0.050508
spawned,11280,3,0.0%,0.050512
goggles,11281,3,0.0%,0.050517
evil,11282,3,0.0%,0.050521
accomplished,11283,3,0.0%,0.050526
metonic,11284,3,0.0%,0.050530
novice,11285,3,0.0%,0.050535
bored,11286,3,0.0%,0.050539
pinning,11287,3,0.0%,0.050544
spared,11288,3,0.0%,0.050548
lonely,11289,3,0.0%,0.050553
batsman,11290,3,0.0%,0.050557
tears,11291,3,0.0%,0.050562
contesting,11292,3,0.0%,0.050566
wrinkles,11293,3,0.0%,0.050571
dohne,11294,3,0.0%,0.050575
maire,11295,3,0.0%,0.050579
afghanistan,11296,3,0.0%,0.050584
favourites,11297,3,0.0%,0.050588
quarterly,11298,3,0.0%,0.050593
habitable,11299,3,0.0%,0.050597
endophytes,11300,3,0.0%,0.050602
paved,11301,3,0.0%,0.050606
celery,11302,3,0.0%,0.050611
oodnadatta,11303,3,0.0%,0.050615
beauty,11304,3,0.0%,0.050620
barren,11305,3,0.0%,0.050624
satan,11306,3,0.0%,0.050629
brace,11307,3,0.0%,0.050633
superior,11308,3,0.0%,0.050638
womb,11309,3,0.0%,0.050642
modulate,11310,3,0.0%,0.050647
ramps,11311,3,0.0%,0.050651
andes,11312,3,0.0%,0.050656
requesting,11313,3,0.0%,0.050660
sulfuric,11314,3,0.0%,0.050665
deutsch,11315,3,0.0%,0.050669
allowances,11316,3,0.0%,0.050673
brainwaves,11317,3,0.0%,0.050678
dallas,11318,3,0.0%,0.050682
foreskin,11319,3,0.0%,0.050687
prizemoney,11320,3,0.0%,0.050691
bottlenose,11321,3,0.0%,0.050696
listeners,11322,3,0.0%,0.050700
boredom,11323,3,0.0%,0.050705
morally,11324,3,0.0%,0.050709
supplement,11325,3,0.0%,0.050714
elbow,11326,3,0.0%,0.050718
bead,11327,3,0.0%,0.050723
empire,11328,3,0.0%,0.050727
trusted,11329,3,0.0%,0.050732
foiled,11330,3,0.0%,0.050736
diver,11331,3,0.0%,0.050741
bottleneck,11332,3,0.0%,0.050745
mixtures,11333,3,0.0%,0.050750
migraines,11334,3,0.0%,0.050754
finnish,11335,3,0.0%,0.050759
contradictory,11336,3,0.0%,0.050763
situ,11337,3,0.0%,0.050768
sheridan,11338,3,0.0%,0.050772
setbacks,11339,3,0.0%,0.050776
prescription,11340,3,0.0%,0.050781
deepest,11341,3,0.0%,0.050785
blasts,11342,3,0.0%,0.050790
cakes,11343,3,0.0%,0.050794
norms,11344,3,0.0%,0.050799
disseminated,11345,3,0.0%,0.050803
faked,11346,3,0.0%,0.050808
theropod,11347,3,0.0%,0.050812
litigation,11348,3,0.0%,0.050817
reinhart,11349,3,0.0%,0.050821
striped,11350,3,0.0%,0.050826
imagines,11351,3,0.0%,0.050830
wiggling,11352,3,0.0%,0.050835
redundancy,11353,3,0.0%,0.050839
vascular,11354,3,0.0%,0.050844
fraternal,11355,3,0.0%,0.050848
gorham,11356,3,0.0%,0.050853
meningitis,11357,3,0.0%,0.050857
foing,11358,3,0.0%,0.050862
mansell,11359,3,0.0%,0.050866
martha,11360,3,0.0%,0.050871
